handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
xcc_szy09051,1712502148.0,2040.0,2040.0,39.0,463.0,79.0,65.0,1197505.9434549122,995129.030436899,269044.04583855066,221710.066392531,0.0023237409773070945,549.873417721519,550.7692307692307,2178.0,2045.0,1923.0,2040.0,-27.0,2013.0
01sofia,1712502148.0,1222.0,1313.0,27.0,1187.0,185.0,46.0,3171990.183992958,1002577.0760640356,704296.5386182585,260191.53391491962,0.0024516358635026984,632.5945945945946,741.0434782608696,1216.0,1290.0,1226.0,1470.0,-8.0,1214.0
afuafu,1712502148.0,2080.0,2237.0,23.0,676.0,288.0,123.0,9793564.197840879,4408951.003983,1466153.9433772308,726634.2930251386,0.0023237409773070945,977.9861111111111,1010.2439024390244,1609.0,2333.0,2418.0,2221.0,184.0,2264.0
Jaiderbr,1712502148.0,1438.0,1438.0,50.0,572.0,391.0,221.0,2486916.862293523,1815370.509198486,244521.93247425067,216721.76759508593,0.013662172973388823,307.5242966751918,364.71493212669685,1588.0,1277.0,1425.0,1566.0,9.0,1447.0
regirock,1712502148.0,1816.0,1816.0,60.0,588.0,312.0,249.0,4878634.702074225,4527467.106777461,1090835.7790753613,1069287.5473442243,0.0022065917115393877,586.2435897435897,662.3132530120482,1924.0,2005.0,1666.0,1583.0,-54.0,1762.0
3JlOU_XJlE6UIIIEK,1712502148.0,2065.0,2103.0,17.0,1467.0,29.0,22.0,295176.9995997027,215667.29093351352,44696.336217930395,33563.019720176104,0.0023237409773070945,424.6551724137931,407.72727272727275,2119.0,1957.0,2218.0,1811.0,-128.0,1937.0
ismail-but-noob,1712502148.0,1744.0,1767.0,36.0,741.0,116.0,27.0,1547723.8584250459,447229.76926181256,313394.11707620317,87667.06317683092,0.002151657414559676,494.7931034482759,607.8518518518518,1675.0,1929.0,1818.0,2104.0,-200.0,1544.0
Fly_37,1712502148.0,2142.0,2450.0,201.0,2276.0,1150.0,13.0,20304546.062692344,156851.04248659028,4155375.1293982724,25164.576077419842,0.002745647223584333,615.304347826087,488.7692307692308,1896.0,2437.0,2075.0,2056.0,-100.0,2042.0
Kapt,1712502148.0,2943.0,2943.0,68.0,3207.0,206.0,71.0,3747141.9813002865,1929513.0541537597,755982.8339381826,384438.03490725905,0.002745647223584333,633.2135922330098,857.0,3057.0,3379.0,2747.0,2759.0,38.0,2981.0
Hasty_Rat,1712502148.0,1250.0,1367.0,16.0,280.0,66.0,61.0,1272672.8905169342,1224233.861438178,275286.6955595122,274357.1795564224,0.0025917087537488497,680.3030303030303,699.1803278688525,1349.0,1145.0,863.0,1391.0,104.0,1354.0
Uranium_238,1712502148.0,1389.0,1389.0,78.0,654.0,572.0,95.0,7379350.257002123,1210724.6873109816,1293364.6530574318,258919.7664147141,0.0029154518950437317,515.7202797202797,493.10526315789474,1443.0,1335.0,1491.0,1473.0,24.0,1413.0
HVCYM,1712502148.0,1325.0,1521.0,97.0,1022.0,760.0,202.0,15089390.336579181,4693150.87501379,3527984.392585622,1103453.3211365056,0.0023237409773070945,680.5263157894736,765.0990099009902,1412.0,1059.0,1165.0,1403.0,276.0,1601.0
penmou,1712502148.0,1313.0,1313.0,40.0,271.0,125.0,107.0,1340118.4387992825,1119359.9615530428,169412.68015777733,131347.061357918,0.0036738892848117116,463.8,457.0934579439252,1334.0,1396.0,1306.0,1302.0,22.0,1335.0
shree_swami_samarth,1712502148.0,1266.0,1320.0,50.0,361.0,211.0,202.0,4444562.256575898,4283595.741637287,1221004.9376679515,1175474.3453076435,0.013662172973388823,724.9952606635071,728.5544554455446,1551.0,1243.0,1195.0,678.0,-25.0,1241.0
_ntmin,1712502148.0,1679.0,1679.0,46.0,823.0,241.0,98.0,3273445.7858220288,1556888.2579066681,550101.1482422956,274482.4553916926,0.002263904014822803,508.9668049792531,563.8571428571429,1949.0,1721.0,1977.0,1032.0,2.0,1681.0
sony_27,1712502148.0,1269.0,1313.0,13.0,132.0,287.0,287.0,5646723.649499293,5646723.649499293,1287382.0163416057,1287382.0163416057,0.0022065917115393877,715.6689895470383,715.6689895470383,1428.0,1015.0,1379.0,1065.0,31.0,1300.0
Rainy_L,1712502148.0,1498.0,1589.0,52.0,337.0,528.0,408.0,4556620.831170092,3748573.580105578,561112.3070546299,535108.3815324384,0.0038091161436245385,375.67424242424244,387.29411764705884,1522.0,1352.0,1377.0,1766.0,59.0,1557.0
tt12,1712502148.0,1703.0,1720.0,24.0,329.0,75.0,61.0,1089011.5236285634,1013913.0615153101,264690.1085844681,256479.1924967225,0.009309680944792325,538.3333333333334,600.2786885245902,1652.0,1963.0,1594.0,1969.0,116.0,1819.0
abs_098,1712502148.0,1353.0,1391.0,33.0,435.0,200.0,91.0,2306480.070350828,1140209.7587495786,260501.76367159546,163289.13740458523,0.0023237409773070945,490.5,516.2307692307693,1404.0,1210.0,1414.0,1492.0,56.0,1409.0
AFOier,1712502148.0,2143.0,2254.0,57.0,1342.0,325.0,6.0,6347441.068678381,95824.03103103582,1322773.773958016,25443.21209478753,0.004268984766599014,667.1538461538462,573.6666666666666,1810.0,2506.0,2125.0,2491.0,71.0,2214.0
atodo,1712502148.0,2291.0,2543.0,168.0,2465.0,1264.0,34.0,22223128.54497583,804477.4099119508,4753660.067337371,146244.68417143,0.002745647223584333,606.7056962025316,761.9411764705883,1925.0,2320.0,2660.0,2588.0,26.0,2317.0
dpaleka,1712502148.0,1859.0,2252.0,91.0,3551.0,246.0,3.0,4104056.1867747023,46433.24452382131,754719.0679486337,13298.050292780348,0.0023237409773070945,594.6585365853658,541.0,1883.0,1122.0,2148.0,2058.0,61.0,1920.0
SWE22089,1712502148.0,1222.0,1244.0,10.0,413.0,99.0,35.0,1436922.4427528768,679698.5059867215,247490.99069360847,173910.7758624568,0.0036738892848117116,574.969696969697,698.0,1210.0,1172.0,1355.0,1270.0,105.0,1327.0
lxmeng,1712502148.0,1589.0,1687.0,56.0,874.0,319.0,102.0,5458439.844198665,1831178.8951950131,680091.1756762549,277719.97804813815,0.004977969842252639,542.0344827586207,587.4705882352941,1583.0,1588.0,1553.0,1746.0,117.0,1706.0
_Purslane_,1712502148.0,2113.0,2115.0,22.0,1530.0,474.0,96.0,12686337.403203687,3758023.62298166,2917126.277571255,706524.1594441175,0.005421836937532231,845.4388185654009,1115.125,2107.0,2139.0,2635.0,1991.0,268.0,2381.0
Sabnaj_423,1712502148.0,1471.0,1569.0,132.0,1484.0,1233.0,232.0,16691221.859034969,4910064.296587558,3796055.453331907,1470286.41615713,0.02345892598029808,510.50851581508516,704.4310344827586,1384.0,1647.0,1271.0,1535.0,119.0,1590.0
lunatic_AJ,1712502148.0,1653.0,1763.0,98.0,954.0,273.0,69.0,2947631.4896758366,909634.1922950598,478067.32791678194,188331.56545473094,0.0025200511757028582,442.6043956043956,510.768115942029,1365.0,1764.0,1708.0,1837.0,86.0,1739.0
Lemonrange,1712502148.0,1689.0,1716.0,36.0,552.0,897.0,448.0,18047223.032915134,10281217.142206248,3419779.2221918255,1911612.1836435166,0.0023237409773070945,672.3154960981047,737.1160714285714,1617.0,2001.0,1320.0,2133.0,12.0,1701.0
fggyongheng,1712502148.0,1394.0,1407.0,18.0,350.0,94.0,90.0,1425800.3991727496,1413973.774294958,230601.53870956047,230601.53870956047,0.0023237409773070945,554.936170212766,570.4444444444445,1577.0,1249.0,1316.0,1283.0,146.0,1540.0
Travelerrrr,1712502148.0,1363.0,1379.0,23.0,555.0,241.0,239.0,4907002.582251958,4899705.445005064,864372.6187638986,864372.6187638986,0.009309680944792325,690.1120331950208,693.9037656903765,1315.0,1412.0,1593.0,1410.0,-23.0,1340.0
Wansur,1712502148.0,2139.0,2230.0,71.0,918.0,861.0,236.0,11524206.689568035,4918263.787658412,2407027.299024189,1376651.707023801,0.009309680944792325,508.6190476190476,711.4237288135594,1866.0,2428.0,2380.0,2326.0,95.0,2234.0
3bdelhady.,1712502148.0,1387.0,1387.0,24.0,528.0,438.0,187.0,6667566.526860117,3734614.480309368,1349507.229928053,804754.9589532515,0.040280650026977394,570.0776255707763,694.8181818181819,1411.0,1673.0,1293.0,1472.0,40.0,1427.0
SaiD-MH,1712502148.0,1239.0,1348.0,119.0,1475.0,1594.0,25.0,31971863.50153651,197156.0576251226,7113680.912387496,2834.371791931887,0.003007032652029301,698.7666248431618,393.0,984.0,1252.0,1486.0,1287.0,20.0,1259.0
vaibhav0460,1712502148.0,1353.0,1399.0,38.0,385.0,163.0,81.0,1283456.0914882587,749959.7006103767,90284.73578990948,71600.07836379716,0.0024516358635026984,377.67484662576686,418.60493827160496,1419.0,1127.0,1765.0,1352.0,191.0,1544.0
_Avocado_,1712502148.0,1546.0,1651.0,49.0,1564.0,519.0,174.0,8904161.256789703,4316328.773561714,1884374.9913236138,998429.0767487739,0.0033126932999996885,587.3333333333334,786.183908045977,1576.0,1482.0,1386.0,1787.0,100.0,1646.0
dungeon_master12.,1712502148.0,1417.0,1494.0,30.0,482.0,118.0,23.0,1225026.6903531912,246081.78599025495,217981.17336853463,40559.67102617103,0.0024516358635026984,434.6949152542373,448.2173913043478,1201.0,1621.0,1517.0,1562.0,-107.0,1310.0
_akashx0p,1712502148.0,1434.0,1517.0,56.0,423.0,409.0,367.0,9662373.060643222,9205830.413050167,3204718.011244264,3113903.2781472523,0.0022065917115393877,774.557457212714,812.3215258855586,1401.0,1304.0,1546.0,1498.0,160.0,1594.0
bdip1947,1712502148.0,1414.0,1414.0,19.0,547.0,404.0,117.0,4077856.9326523836,1523484.7896371603,462998.61395128886,197411.60701924007,0.0025200511757028582,436.0,521.042735042735,1648.0,1231.0,1461.0,1473.0,44.0,1458.0
bibimoni,1712502148.0,1501.0,1560.0,27.0,267.0,200.0,200.0,3867512.8874826217,3867512.8874826217,886576.2464756926,886576.2464756926,0.013662172973388823,642.5,642.5,1609.0,1414.0,1611.0,1400.0,143.0,1644.0
amanvyas,1712502148.0,1323.0,1385.0,35.0,506.0,381.0,179.0,6081234.932375238,3308592.386236814,1339795.2213733213,872425.7791701073,0.002263904014822803,604.5590551181102,666.9441340782123,1317.0,1331.0,1245.0,1268.0,126.0,1449.0
le0n,1712502148.0,2815.0,2815.0,35.0,1547.0,215.0,92.0,3625190.2522322442,1909510.3797157162,877206.7817116784,508093.60032074846,0.002151657414559676,606.8604651162791,711.0869565217391,3127.0,3062.0,2960.0,2160.0,-17.0,2798.0
CharlesLakes,1712502148.0,1466.0,1601.0,55.0,508.0,443.0,155.0,6667266.258025537,3070415.768534923,1453819.765935718,716575.1070763667,0.011761316808295024,545.9638826185102,668.8387096774194,1589.0,1293.0,1709.0,1362.0,231.0,1697.0
cabbage__,1712502148.0,1285.0,1330.0,26.0,369.0,312.0,288.0,5936192.20739838,5684796.089050531,1588809.8519366882,1561144.1466877465,0.04635605374991679,680.0641025641025,698.3333333333334,1282.0,1442.0,1210.0,978.0,148.0,1433.0
erduolong,1712502148.0,2196.0,2196.0,12.0,468.0,196.0,76.0,6688681.9718585955,2823273.3527482594,1105120.813694997,402958.9687104458,0.0025917087537488497,999.9183673469388,1052.6842105263158,2229.0,2299.0,2276.0,1966.0,52.0,2248.0
Leo_0503,1712502148.0,2001.0,2048.0,25.0,980.0,212.0,134.0,6235635.423772517,4241619.273458992,1308525.3527526634,843727.3165653372,0.0025917087537488497,889.0943396226415,940.044776119403,1923.0,1964.0,2126.0,2121.0,-32.0,1969.0
arif049,1712502148.0,1291.0,1452.0,33.0,633.0,726.0,180.0,12437931.632857025,4406118.458170354,2634898.0018427237,1288620.3391158797,0.002745647223584333,636.4104683195592,816.2222222222222,874.0,1448.0,1424.0,1544.0,66.0,1357.0
mineev.da,1712502148.0,1398.0,1398.0,12.0,928.0,61.0,19.0,682849.4615769198,367036.2705521646,31223.4632616001,25558.25739692302,0.0023237409773070945,428.2295081967213,638.8421052631579,1470.0,1422.0,1814.0,1137.0,145.0,1543.0
DylanSmith,1712502148.0,2346.0,2391.0,65.0,1475.0,550.0,158.0,7283506.09532454,2499993.17222974,1429709.0238760929,552856.0154088505,0.0024516358635026984,503.8181818181818,573.620253164557,2502.0,2270.0,2200.0,2267.0,-81.0,2265.0
coderP860,1712502148.0,1339.0,1512.0,66.0,840.0,349.0,53.0,3404778.44824046,562445.3691984613,469596.07329321577,91433.60486814532,0.0024516358635026984,428.9083094555874,451.5660377358491,1246.0,1442.0,1439.0,1069.0,-109.0,1230.0
am.i.laughing,1712502148.0,1351.0,1453.0,63.0,813.0,178.0,38.0,1881502.8759763793,454731.49444722605,267584.35122340237,68494.72364418145,0.0025200511757028582,450.12359550561797,496.36842105263156,1342.0,1600.0,1071.0,1414.0,131.0,1482.0
sufi_16,1712502148.0,1225.0,1239.0,50.0,588.0,417.0,215.0,7212662.974651099,4328348.639487435,1397230.6945638831,1089122.8797228946,0.002151657414559676,640.2278177458033,721.046511627907,1183.0,1332.0,1340.0,1182.0,29.0,1254.0
dush1729,1712502148.0,1638.0,1894.0,400.0,3310.0,2188.0,62.0,36770013.58197134,827013.9402396114,8417393.93020059,158285.108986408,0.0025200511757028582,606.0585009140768,510.38709677419354,1671.0,1642.0,1832.0,1276.0,-38.0,1600.0
wudibaolong0904,1712502148.0,1425.0,1446.0,14.0,403.0,196.0,166.0,2717569.57807826,2338586.3214414655,616235.1164064067,532250.6559972764,0.0025917087537488497,525.5102040816327,531.0240963855422,1362.0,1611.0,1427.0,1328.0,80.0,1505.0
3laa,1712502148.0,1431.0,1431.0,33.0,531.0,508.0,200.0,5888374.161831367,3886242.1492242343,1104786.8380294025,956165.4487644618,0.06577046729429446,456.79527559055117,663.5,1485.0,1590.0,1531.0,1337.0,71.0,1502.0
Sachin_46,1712502148.0,1201.0,1201.0,10.0,233.0,29.0,29.0,449165.3920398514,449165.3920398514,59765.34176197033,59765.34176197033,0.0023237409773070945,599.0,599.0,1432.0,1118.0,1045.0,1213.0,-27.0,1174.0
Mr_Coder7,1712502148.0,1293.0,1293.0,66.0,425.0,1168.0,558.0,17769324.339173242,10113374.349511245,3329789.5603573597,2451347.821393065,0.0022065917115393877,590.6472602739726,662.1971326164875,1329.0,1422.0,1189.0,1360.0,128.0,1421.0
sumon_ahmed,1712502148.0,1229.0,1417.0,223.0,1420.0,1837.0,197.0,47181146.165713295,5646605.534307495,13275445.45703192,1610883.9282961665,0.013662172973388823,837.19488296135,902.9796954314721,1064.0,1326.0,829.0,1693.0,141.0,1370.0
bryceShakeair,1712502148.0,1507.0,1676.0,83.0,1927.0,643.0,140.0,12021905.71562786,2166883.970786542,3644744.157088589,504345.7137397292,0.0023237409773070945,635.457231726283,548.0,1462.0,1648.0,1480.0,1630.0,6.0,1513.0
euyia,1712502148.0,1501.0,1546.0,49.0,758.0,1839.0,352.0,48020682.17374144,16935475.635728665,10075066.920599591,2553450.941695783,0.013662172973388823,817.4883088635128,1288.7727272727273,1849.0,1004.0,1410.0,1561.0,113.0,1614.0
nhphuc,1712502148.0,1746.0,1762.0,51.0,538.0,513.0,368.0,9577498.904794363,7966353.771121006,2334565.7171363328,2119082.260179846,0.013662172973388823,669.9844054580897,758.0760869565217,1698.0,2308.0,1811.0,1374.0,139.0,1885.0
practice_has,1712502148.0,1365.0,1472.0,15.0,275.0,62.0,60.0,1127802.2144470937,1115127.088341299,240063.46986948015,240063.46986948015,0.009309680944792325,638.2258064516129,648.3333333333334,1044.0,1748.0,1494.0,1330.0,-111.0,1254.0
Mayur_Hirpara,1712502148.0,1297.0,1297.0,29.0,494.0,362.0,150.0,4693288.460956971,3111122.0988168707,866192.6567803524,817970.9125326962,0.08674939100051568,520.6795580110497,728.3333333333334,1309.0,1560.0,1333.0,840.0,4.0,1301.0
alpha1215,1712502148.0,1487.0,1487.0,43.0,461.0,364.0,364.0,5973748.791383879,5973748.791383879,1540875.6766973566,1540875.6766973566,0.02345892598029808,578.934065934066,578.934065934066,1682.0,1416.0,1265.0,1516.0,-25.0,1462.0
sribhargav1345,1712502148.0,1263.0,1263.0,42.0,611.0,115.0,39.0,996242.209218645,347398.88804067724,62322.98296540609,21340.905162149043,0.0024516358635026984,410.9130434782609,419.05128205128204,1356.0,1376.0,1322.0,1333.0,18.0,1281.0
dhakaprashant666,1712502148.0,1518.0,1580.0,69.0,674.0,333.0,58.0,2704955.637365704,675362.2409926709,416350.8719628763,133541.95266222797,0.002263904014822803,348.06606606606607,457.86206896551727,1431.0,1544.0,1692.0,1899.0,216.0,1734.0
A5IR,1712502148.0,1642.0,1828.0,77.0,1335.0,261.0,53.0,3513024.9250805746,849308.8839442274,649746.8212193397,171694.36764579552,0.013662172973388823,513.1724137931035,580.6415094339623,1849.0,1420.0,1570.0,1312.0,30.0,1672.0
chenjiahui,1712502148.0,1217.0,1329.0,37.0,504.0,135.0,57.0,2834670.6081676725,1405687.3257891007,582670.7445155658,236115.5991133351,0.004829452884162952,715.5925925925926,791.7719298245614,1283.0,793.0,1506.0,1513.0,17.0,1234.0
yell0wfl4sh,1712502148.0,1435.0,1704.0,46.0,2087.0,303.0,0.0,5498724.660537589,0.0,1379070.792926974,0.0,0.0024516358635026984,641.5676567656766,0.0,1234.0,1166.0,1542.0,1719.0,135.0,1570.0
Miraculous_100,1712502148.0,1389.0,1426.0,67.0,757.0,1081.0,457.0,15345188.341540726,8302216.984707708,3118004.4286460415,2130792.2135371743,0.002386261088503789,550.3154486586494,653.4507658643327,1317.0,1374.0,1555.0,1458.0,-147.0,1242.0
Bosines,1712502148.0,1397.0,1407.0,16.0,1150.0,81.0,53.0,851826.7004968522,712078.7113157705,128115.7066506512,115295.30497793051,0.0023237409773070945,425.22222222222223,506.77358490566036,1439.0,1557.0,1295.0,1206.0,107.0,1504.0
hxu10,1712502148.0,2084.0,2207.0,153.0,1264.0,1106.0,163.0,15821172.02337721,2251966.052789104,3628875.0295943837,474334.92997350957,0.0023237409773070945,533.8119349005425,509.86503067484665,2201.0,1988.0,2229.0,1664.0,32.0,2116.0
oolimry,1712502148.0,2355.0,2355.0,28.0,1841.0,168.0,6.0,2277968.789995155,90338.23103175961,399592.3646794459,17857.339383377355,0.002745647223584333,511.6666666666667,578.3333333333334,2463.0,2514.0,2332.0,1967.0,-69.0,2286.0
shorya1835,1712502148.0,1761.0,1890.0,45.0,520.0,275.0,128.0,3742131.755997735,2316689.100470748,783311.7323562654,534169.2725740897,0.0022065917115393877,503.0,630.40625,1449.0,2090.0,2078.0,1838.0,82.0,1843.0
29logN,1712502148.0,1607.0,1725.0,251.0,1233.0,833.0,64.0,11172727.563740531,898437.1967140768,2087625.6816655318,183826.65449462828,0.0023237409773070945,526.0132052821128,533.625,1589.0,1616.0,1462.0,1956.0,40.0,1647.0
AlgoRythm.01,1712502148.0,1565.0,1565.0,38.0,316.0,126.0,105.0,871956.8339275826,756716.1566662668,94303.82499776306,90208.02421598835,0.0025917087537488497,308.8095238095238,316.9047619047619,1700.0,1523.0,1570.0,1409.0,-64.0,1501.0
Dauren_Miras,1712502148.0,1594.0,1594.0,18.0,576.0,284.0,260.0,1736249.254301321,1732954.5684973686,251906.1065515574,251906.1065515574,0.07959665243414632,258.11267605633805,280.61538461538464,1672.0,1649.0,1706.0,1831.0,155.0,1749.0
SaturdayF,1712502148.0,1725.0,1725.0,34.0,543.0,294.0,111.0,3834583.8999884026,1874505.86520665,733992.0410805787,456910.5160237529,0.0022065917115393877,503.57142857142856,610.1351351351351,1986.0,1827.0,1854.0,1260.0,-194.0,1531.0
Piyush721,1712502148.0,1279.0,1279.0,15.0,574.0,104.0,16.0,1437960.43298991,179850.0093980174,246676.15108923413,21652.033506014614,0.003007032652029301,552.7307692307693,483.5,1489.0,1353.0,1230.0,1408.0,-84.0,1195.0
raulandreipop,1712502148.0,2099.0,2099.0,95.0,944.0,403.0,91.0,6968667.321062023,1658562.5695243692,1574752.5903972143,352774.0200778275,0.002386261088503789,610.1811414392059,633.967032967033,2129.0,2086.0,2126.0,2258.0,-96.0,2003.0
Lone_wolf09,1712502148.0,1514.0,1514.0,21.0,195.0,130.0,130.0,1085316.9572917381,1085316.9572917381,172085.8719143411,172085.8719143411,0.00282842712474619,361.38461538461536,361.38461538461536,1544.0,1531.0,1816.0,1232.0,29.0,1543.0
daksh_arora,1712502148.0,1424.0,1452.0,41.0,465.0,399.0,259.0,4391578.182429224,3501644.0311830873,723778.6395217382,669520.8604440878,0.002386261088503789,451.6892230576441,523.4903474903475,1340.0,1455.0,1604.0,1286.0,107.0,1531.0
Leelasai20,1712502148.0,1416.0,1440.0,12.0,189.0,46.0,46.0,567293.7863430151,567293.7863430151,125259.9491594971,125259.9491594971,0.0023237409773070945,486.17391304347825,486.17391304347825,1410.0,1565.0,1189.0,1453.0,-52.0,1364.0
sagamantus,1712502148.0,1212.0,1386.0,48.0,820.0,338.0,23.0,4470849.976615959,486911.7391216076,593727.8711494757,110353.45508832211,0.0033126932999996885,539.1834319526628,740.1739130434783,963.0,1334.0,1309.0,1375.0,169.0,1381.0
Try_n_lose,1712502148.0,1228.0,1365.0,14.0,510.0,43.0,32.0,644386.9599831988,486717.4956566795,107780.85899753688,88891.16415935717,0.0023237409773070945,590.6046511627907,593.875,1192.0,1267.0,1207.0,861.0,80.0,1308.0
Monis_Azarus,1712502148.0,1339.0,1468.0,40.0,265.0,166.0,164.0,2499358.490126834,2478147.648788103,464308.7343812968,462072.6192232604,0.0024516358635026984,573.6506024096385,575.0243902439024,952.0,1537.0,1547.0,1588.0,330.0,1669.0
abhist2,1712502148.0,1363.0,1594.0,21.0,1336.0,108.0,31.0,1921222.9972528399,402639.31983062107,342995.3751221006,72274.13518315759,0.0022065917115393877,619.4074074074074,504.741935483871,1270.0,1499.0,1200.0,1310.0,-75.0,1288.0
vrasp,1712502148.0,1625.0,1625.0,54.0,867.0,167.0,101.0,1585571.4631829632,1145010.792171797,200940.33373341485,173079.91947130646,0.0025917087537488497,412.7245508982036,468.0693069306931,1919.0,1761.0,1374.0,1525.0,-28.0,1597.0
harryb17,1712502148.0,1873.0,1873.0,83.0,896.0,442.0,184.0,5237786.30245422,2386747.5846731984,1036108.3681329885,514842.1704719945,0.002151657414559676,462.5203619909502,495.4782608695652,1963.0,1999.0,1665.0,2076.0,-92.0,1781.0
